pointid,ph_cacl2,ph_h20,ec,oc,caco3,p,n,k
36882708,3,3,0,0,2,0,0,0
36902692,4,4,1,0,1,1,1,2
36922820,2,2,0,0,2,3,0,1
36922844,4,4,0,0,0,1,0,0
36942632,1,2,0,0,2,1,1,0
36942704,3,2,0,0,2,1,0,0
36962690,4,4,0,0,0,2,0,2
36962716,1,1,1,0,2,1,0,0
36962780,4,4,0,0,1,0,0,2
36962806,4,4,0,0,1,0,0,2
36962824,3,3,0,0,2,1,0,0
36962856,3,2,0,0,2,0,0,0
36962888,3,3,0,0,0,2,0,1
36982782,2,2,0,0,2,2,0,1
37002670,3,3,0,0,2,1,0,0
37002724,2,2,0,0,0,0,0,0
37022664,3,3,0,1,0,0,0,0
37022848,3,3,0,0,2,1,0,1
37022862,2,1,0,0,2,2,0,1
37022872,3,2,0,0,2,1,0,1
37022884,2,2,0,0,2,1,0,1
37042626,2,2,0,0,2,2,1,1
37042680,4,4,0,0,0,1,0,1
37042806,4,4,0,0,0,2,0,1
37042828,4,4,0,0,2,1,0,1
37042846,2,2,0,0,2,2,0,0
37042860,3,3,0,0,0,1,0,2
37042900,3,3,0,0,2,1,0,0
37062654,3,3,0,0,2,0,0,0
37062672,4,4,0,0,1,0,0,1
37062820,3,3,0,0,2,0,0,0
37062834,3,3,0,0,0,1,0,0
37062856,3,3,0,0,0,1,0,1
37062870,3,3,0,0,2,0,0,0
37082800,3,3,0,0,0,3,0,2
37082818,4,4,1,0,1,1,0,1
37102690,4,4,0,0,3,0,0,1
37102780,3,3,0,0,0,0,0,1
37102798,0,0,0,0,2,0,0,0
37142694,2,3,0,0,0,1,0,1
37202638,3,2,0,0,2,0,1,0
37202844,3,3,0,0,2,1,0,1
37222666,0,0,0,0,2,0,0,0
37222806,4,4,0,0,0,1,0,1
37242640,4,4,1,1,2,2,1,2
37242654,2,2,0,0,0,1,1,1
37242694,2,2,0,1,0,2,0,0
37242838,4,4,0,0,0,1,0,1
37262656,3,2,0,0,2,0,0,0
37262830,3,3,0,0,2,1,0,0
37282676,4,4,0,0,0,2,0,2
37282790,4,4,0,0,1,1,0,1
37302812,3,3,0,0,0,1,0,1
37322662,4,4,1,0,2,0,0,2
37322694,3,3,0,0,0,2,0,1
37322788,3,4,0,0,0,1,0,1
37342800,0,0,0,0,2,0,0,0
37362642,3,3,1,0,0,2,0,0
37362648,2,2,0,0,2,0,1,0
37362822,4,4,0,0,0,1,0,1
37382632,2,1,1,0,2,0,0,0
37382682,3,2,0,0,2,0,0,0
37402684,4,4,0,0,0,1,0,1
37422816,4,4,0,0,0,1,0,1
37422820,4,4,0,0,0,1,0,1
37442764,2,2,0,0,2,2,0,0
37442830,3,3,1,0,0,2,0,1
37482668,4,4,0,0,1,0,0,2
37482812,3,4,0,0,0,2,0,1
37502726,3,2,0,0,2,0,0,0
37502748,1,1,0,0,0,1,0,0
37542810,3,3,0,0,0,1,0,1
37542814,3,4,0,0,0,2,0,1
37562704,2,3,0,0,2,1,0,0
37562728,0,0,0,2,0,0,1,0
37562776,1,1,0,0,2,0,0,0
37562812,3,3,1,0,2,3,0,2
37582662,2,2,0,0,2,0,0,1
37582698,4,4,0,0,3,0,1,1
37582792,1,1,0,0,2,2,0,1
37582828,4,4,1,0,1,1,0,2
37602672,4,4,1,0,1,1,0,1
37602708,3,3,0,0,2,0,0,1
37602726,2,2,1,0,2,2,0,0
37602744,1,0,1,0,2,1,0,0
37622692,1,1,0,0,0,0,0,0
37622758,2,2,0,0,2,2,0,0
37622764,3,3,0,0,2,1,0,0
37642784,0,0,0,1,2,0,1,0
37642790,4,4,1,0,0,2,0,1
37682694,3,3,0,0,2,2,0,1
37682698,3,3,0,0,2,2,0,1
37702692,4,4,0,0,0,0,1,1
37722688,3,3,1,1,2,1,1,2
37722804,4,4,0,0,3,1,0,1
37742656,4,4,1,0,2,2,1,2
37742710,3,3,1,1,3,1,1,1
37742800,4,4,0,0,3,1,0,1
37762806,4,4,1,0,0,1,1,2
37782658,4,4,1,0,1,2,1,2
37782784,4,4,0,0,4,1,0,2
37802674,1,1,0,1,2,1,2,0
37802686,3,3,0,0,0,2,0,2
37822658,2,2,0,0,2,0,0,0
37822690,4,4,0,0,0,1,1,2
37822754,3,3,0,0,2,0,0,1
37822766,4,4,0,0,0,1,0,1
37862726,3,2,0,0,2,1,0,0
37882782,3,3,1,0,0,1,0,0
37902696,2,2,0,0,2,0,1,0
37922790,2,2,0,0,2,1,0,0
37922808,3,3,0,0,0,2,0,1
37942774,3,3,0,0,2,0,0,1
37962780,4,3,1,0,0,1,0,1
38002772,3,3,0,0,2,0,0,0
40102842,3,3,1,2,0,0,2,2
40242886,3,2,1,2,0,0,2,1
37922710,4,4,0,0,3,0,1,1
37922722,4,4,0,1,1,0,0,1
37922728,4,4,0,0,0,2,1,2
37942720,4,4,1,0,1,1,1,2
37962654,2,2,0,0,2,0,0,0
37962708,2,2,0,0,2,1,0,0
37982764,2,2,0,0,2,1,0,0
38022776,3,3,1,0,2,1,0,1
38022812,2,2,0,0,2,2,0,1
38062656,2,2,0,1,0,2,2,1
38062710,4,4,1,0,1,1,0,1
38062800,1,1,0,2,0,0,1,1
38082706,0,0,0,1,0,0,1,0
38102758,1,1,0,0,2,0,0,0
38102812,4,3,1,0,0,0,0,0
38122788,3,3,0,0,0,0,0,0
38122792,2,2,0,0,2,2,0,0
38122810,4,4,0,0,0,1,0,1
38142672,0,0,0,1,0,0,1,0
38162710,1,1,0,0,0,0,0,0
38162740,4,4,1,1,1,0,1,1
38162794,3,3,0,0,2,0,0,1
38182646,3,3,0,0,2,0,0,0
38182730,2,2,0,0,2,1,0,0
38182790,0,0,0,1,0,0,1,0
38222752,2,2,0,0,2,0,0,0
38222762,0,1,0,0,0,0,1,1
38222806,4,4,0,0,1,0,0,1
38242674,1,1,0,0,2,0,0,0
38242692,1,1,0,1,2,1,1,0
38242818,4,4,1,0,0,2,0,1
38262652,3,3,1,0,0,3,1,3
38262778,4,4,1,0,3,1,0,2
38262810,4,4,0,0,2,1,0,1
38262828,4,3,0,0,0,1,0,1
38282776,4,4,0,0,3,1,0,2
38282790,1,0,0,0,0,0,0,0
38302756,3,3,0,0,2,0,0,0
38322708,4,4,0,0,3,1,1,2
38322712,4,4,0,0,4,0,0,0
38322816,3,4,0,0,0,1,0,0
38342686,4,3,0,0,0,1,0,1
38342728,4,4,1,1,3,2,1,1
38362700,3,3,0,1,0,1,2,1
38362762,4,4,1,0,2,1,0,1
38362766,1,0,0,0,0,0,0,0
38382794,1,0,0,0,0,0,0,0
38422782,4,4,1,0,0,1,0,1
38442714,3,3,0,1,0,1,2,2
38462664,3,3,0,0,0,2,0,0
38462746,2,2,0,0,2,0,0,0
38502676,3,3,1,1,0,1,2,1
38502784,3,3,0,0,2,1,0,0
38522650,2,2,0,1,2,0,1,1
38522782,4,4,1,0,0,3,0,2
38542640,2,1,1,0,2,1,1,0
38562650,1,1,0,1,2,0,1,1
38582618,2,2,0,0,2,0,0,0
38582626,2,2,0,0,2,0,0,0
38622598,2,2,0,0,2,1,0,0
38622624,1,1,0,0,0,0,0,1
38622634,2,2,0,0,2,1,1,1
38622774,4,4,1,0,4,1,1,1
38662770,4,4,0,0,0,1,1,1
38682654,1,0,1,0,2,1,1,0
38702758,4,4,0,0,0,2,0,1
38722618,3,2,1,1,2,1,1,1
38722654,1,1,1,1,2,1,2,1
38722676,1,1,1,1,2,0,1,0
38722690,0,0,2,3,2,1,4,1
38722694,3,3,0,1,0,1,1,0
38722726,3,3,0,0,2,0,0,0
38762586,2,2,0,0,2,1,1,0
38762644,2,1,0,0,2,0,1,0
38762662,0,0,0,1,2,0,1,0
38762770,4,4,1,1,2,1,1,2
38782602,3,3,0,1,2,1,2,0
38782764,4,4,0,0,2,1,1,2
38822584,0,0,0,0,2,0,0,0
38822718,2,2,1,0,2,0,0,0
38842590,1,1,0,0,2,0,1,0
38862658,0,0,1,1,0,1,2,1
38882614,2,2,0,0,2,0,0,0
38882650,1,1,0,1,2,1,1,0
38882776,4,4,0,1,2,2,1,2
38902628,1,1,0,0,2,0,1,0
38902676,2,2,0,0,2,0,0,0
38922722,2,2,0,1,2,2,1,0
38942636,2,1,0,0,2,1,1,1
38942726,3,3,0,0,0,0,0,0
38942748,3,3,0,0,0,1,0,1
38962674,2,1,1,1,2,0,1,0
38982598,1,1,0,0,2,0,1,0
38982634,1,1,1,0,2,2,0,1
38982756,3,3,0,0,0,1,1,2
39002614,2,2,0,0,2,0,0,0
39002650,1,1,1,0,2,1,1,0
39042744,4,4,1,0,0,2,1,1
39062614,2,2,1,1,2,0,1,0
39062632,4,3,1,1,2,0,1,1
39062638,2,2,0,0,2,0,1,0
39062668,2,2,0,0,2,0,0,1
39062686,3,3,0,1,0,0,1,1
39062704,3,3,0,0,0,1,1,1
39082600,1,1,0,0,2,0,1,0
39082636,3,2,0,1,0,0,1,0
39082654,3,3,0,0,0,0,0,0
39082708,2,2,0,0,2,0,1,0
39082754,3,3,0,0,0,1,1,1
39122644,0,0,1,0,0,2,0,0
39122658,2,3,0,0,0,0,0,0
39122694,2,2,0,0,2,1,0,0
39122716,4,4,1,1,2,2,1,1
39122744,3,3,0,0,0,1,1,1
39142674,4,4,0,0,0,2,1,2
39162612,3,2,1,1,0,0,1,1
39162624,3,3,0,0,0,1,0,1
39162670,4,4,1,0,1,0,1,1
39162684,3,3,0,1,0,0,1,1
39182614,2,2,1,1,2,0,1,0
39182722,4,4,0,1,2,0,1,1
39182728,3,3,1,2,1,0,2,1
39222708,4,4,1,1,0,1,1,2
39242728,4,4,0,0,1,0,1,1
39262718,4,4,0,1,1,1,1,1
39262766,1,1,0,0,0,0,0,0
39302608,3,4,1,0,1,2,0,1
39302654,3,3,0,0,1,1,0,0
39302712,3,4,1,1,1,2,2,3
39302730,4,4,1,1,2,1,1,1
39302766,4,4,0,0,0,1,0,1
39322674,3,3,0,0,0,1,0,1
39342616,1,1,0,0,1,3,0,0
39342660,4,4,0,0,0,2,0,0
39362740,3,3,1,2,0,0,2,2
39382738,4,4,1,1,2,1,1,1
39402712,4,4,1,1,3,3,1,2
39422614,2,2,1,0,1,1,0,0
39422638,2,2,0,0,0,0,0,1
39422650,3,3,0,0,1,1,0,0
39442694,2,2,0,0,0,0,1,0
39442712,4,4,1,0,4,1,0,1
39442726,1,1,0,1,0,0,1,0
39482622,2,2,0,0,1,1,1,0
39482690,3,3,0,0,1,0,0,1
39522634,2,2,0,0,1,1,0,0
39522706,4,4,0,0,1,0,0,2
39542638,3,3,0,0,1,1,0,0
39542656,2,2,0,0,1,1,0,0
39542722,3,3,0,0,1,0,1,2
39582636,2,2,0,0,1,1,1,0
39582726,3,3,0,0,0,1,1,1
39602668,3,3,1,1,0,1,1,1
39602674,3,3,0,0,1,1,0,0
39602686,3,3,0,0,1,0,0,0
39622640,2,2,0,1,1,1,1,0
39622718,1,1,0,0,1,0,0,0
39622726,4,4,1,0,1,3,1,2
39722722,2,2,0,0,1,1,0,0
39762708,4,4,0,0,0,1,0,1
39802730,1,1,0,0,0,0,0,0
39622664,3,2,0,0,1,1,0,0
39662644,1,0,0,0,0,0,0,0
39702634,3,2,0,0,1,0,1,0
39722592,2,2,0,0,1,0,1,0
39722602,4,3,1,1,1,0,1,1
39762600,3,2,1,2,0,0,2,1
39782614,2,2,0,1,1,0,1,0
39802646,2,2,0,1,0,0,2,0
39802682,3,3,0,0,1,0,0,0
39822588,3,3,1,1,0,0,1,1
39842644,2,3,0,0,1,0,1,0
39842734,4,4,0,0,0,1,0,1
39902596,4,4,1,1,3,0,1,1
39902632,2,2,0,1,1,0,1,0
39922702,4,4,0,0,0,1,1,2
39922720,4,4,0,0,2,0,0,1
39942654,1,1,0,0,0,0,0,0
39942730,3,4,0,0,0,2,0,2
39982592,3,2,0,2,1,0,2,1
39982712,2,2,0,0,0,2,1,1
40002632,3,3,1,1,1,1,2,0
40002686,3,3,0,1,1,1,1,1
40002704,4,3,1,0,0,1,1,1
40022644,2,2,1,1,0,0,2,1
40022690,3,3,0,0,1,0,1,1
40042656,4,3,1,2,2,1,2,1
40042710,4,4,0,0,0,1,0,0
40062684,3,3,0,0,1,0,1,1
40062702,3,3,0,0,0,1,0,1
40062714,1,1,0,0,1,0,0,0
40062742,3,2,1,0,0,0,1,0
40082610,3,3,1,1,1,0,1,0
40082614,2,2,0,1,0,0,2,0
40082620,4,3,1,1,3,1,2,0
40102612,3,3,1,3,1,0,3,0
40102644,2,2,0,1,1,1,1,0
40102648,1,1,0,1,0,0,1,0
40102680,2,2,0,0,0,0,1,1
40102752,3,3,0,0,1,1,0,1
40142696,2,2,0,1,0,1,2,0
40162610,3,2,1,2,0,0,2,0
40162618,1,1,1,4,0,1,4,1
40162700,1,2,0,0,1,0,1,0
40162726,2,2,0,0,1,0,1,0
40162748,2,2,0,0,0,2,0,0
40182638,4,3,1,0,4,2,2,1
40182704,2,3,0,0,1,0,0,0
40262650,1,0,0,1,0,0,1,0
40262704,1,1,0,0,1,1,0,0
40282720,0,0,0,1,0,0,1,0
40302636,2,2,1,2,1,0,2,0
40302672,4,3,1,1,2,0,2,1
40322632,2,1,0,2,0,0,2,0
40322650,4,3,1,1,1,0,2,0
40322728,2,2,0,1,0,0,1,1
40382698,1,1,0,1,0,0,1,0
40382762,2,2,0,0,1,0,1,0
40402632,2,2,1,2,0,0,2,1
40402692,2,2,0,1,0,0,1,0
40422750,1,1,0,0,0,0,0,0
40442638,2,2,0,1,1,0,1,0
40442740,1,1,0,1,1,0,1,0
40462680,2,2,0,1,1,0,2,0
40462734,2,2,0,0,1,2,1,0
40482646,1,1,0,2,0,0,2,1
40502692,2,2,1,0,1,0,1,1
40522658,1,1,0,1,0,0,1,0
40522754,1,1,0,0,0,0,0,0
40602678,2,2,0,1,1,1,1,1
40602702,2,2,0,1,0,0,1,1
40602750,1,0,0,1,1,0,0,0
40622664,3,3,1,1,3,1,2,0
40662694,3,3,1,2,0,0,2,1
40662730,2,2,0,0,1,0,1,0
40682674,1,1,0,1,0,0,1,0
40702664,3,3,1,1,0,0,2,0
40702748,0,0,0,2,0,0,2,0
40742708,2,2,0,0,1,0,1,0
40842690,2,2,0,1,1,1,2,1
40842744,1,0,0,1,0,0,1,0
40862692,2,2,0,1,1,1,1,0
40862704,3,2,0,1,0,0,1,0
40922698,1,1,0,1,0,0,2,1
40922712,3,3,0,0,0,1,1,1
40962738,0,0,0,0,0,0,0,0
40982722,1,2,0,0,1,1,0,0
40262632,4,3,1,2,3,0,2,0
40462774,2,2,0,0,1,3,1,1
40562500,4,3,1,1,1,0,1,0
34723000,2,1,0,0,2,0,0,0
34762898,3,4,0,0,2,1,1,0
34803004,2,2,0,1,2,1,1,1
34842886,2,2,0,0,2,2,1,0
34842922,2,2,0,0,2,1,1,0
34842976,2,2,0,0,2,0,0,0
34862890,2,3,0,0,2,1,0,0
34862944,3,3,0,1,0,0,1,0
34862992,1,1,0,1,2,1,1,0
34902924,2,2,1,1,2,2,1,2
34902946,2,2,0,1,2,0,1,0
34902982,1,1,0,0,2,0,0,0
34922890,3,3,0,0,2,3,0,1
34922938,2,2,0,0,2,0,0,0
34922974,3,2,1,0,0,1,0,0
34942996,2,1,0,0,2,0,0,0
34982910,2,2,1,0,2,1,1,2
35023008,3,2,0,0,0,0,1,0
35042938,3,3,0,0,2,1,0,0
35062918,2,1,0,1,2,2,1,1
35062968,2,1,1,4,2,1,4,0
35082924,1,2,0,0,2,1,1,0
35102926,2,2,0,0,2,3,1,1
35122928,1,1,0,0,2,1,1,0
35122964,3,3,1,0,0,1,1,1
35202882,2,2,0,0,0,1,0,0
35202886,2,2,0,0,2,1,0,1
35202904,2,2,0,0,0,0,1,0
35202922,2,2,0,0,2,0,1,0
35222880,3,3,0,0,0,1,0,1
35222884,2,2,0,0,2,0,1,0
35222920,2,2,0,0,2,1,1,0
35222956,2,2,1,0,2,2,1,2
35242882,2,2,0,0,2,1,1,2
35242914,3,3,1,0,0,2,1,1
35262906,2,2,0,1,2,0,1,0
35302888,2,1,0,1,0,1,1,0
35302916,0,0,0,1,0,0,1,1
35302960,2,2,0,0,0,2,1,0
35342896,1,1,0,1,2,0,1,0
35342964,1,1,0,0,2,0,1,0
35382886,2,2,0,0,2,2,1,0
35382904,2,2,0,0,2,1,1,0
35382936,2,2,0,0,0,0,1,1
35402926,1,1,0,1,2,0,1,0
35402938,3,2,1,1,0,2,1,1
35462962,1,1,0,0,2,1,0,0
35482964,2,2,0,0,0,2,0,0
35522964,4,4,0,0,0,1,0,1
35542908,2,2,0,0,2,0,1,0
35582934,3,3,0,0,2,0,0,0
35602950,3,3,0,0,2,1,0,0
35602968,4,4,0,0,0,0,1,1
35622928,2,2,0,0,2,1,1,0
35642962,4,4,1,0,2,1,1,1
35662888,2,2,0,1,0,0,1,0
35662910,2,2,0,0,2,2,1,1
35742904,2,2,0,0,2,0,0,0
35762908,3,3,0,0,2,0,0,0
35762926,4,4,1,0,2,1,1,1
35762938,4,4,0,0,1,2,0,1
35762944,4,4,0,0,2,1,0,1
35782882,2,2,0,0,2,0,1,0
35842892,3,3,0,0,0,1,1,0
35842898,3,3,0,0,2,0,0,0
35862884,0,0,0,1,2,0,1,0
35862920,4,4,0,0,4,2,0,0
35922918,3,3,1,1,2,0,1,1
35922922,4,4,0,0,0,0,0,0
35942898,2,2,0,0,2,2,1,1
35942934,2,2,0,0,2,0,1,1
35962878,0,0,0,1,2,0,1,0
36002938,0,0,0,1,2,0,1,1
36042956,1,1,0,1,0,0,2,0
36062928,2,2,0,1,0,1,1,1
36102936,2,1,0,1,0,1,1,1
36122898,2,2,0,0,2,0,1,0
36122956,2,2,0,1,2,1,1,1
36142896,1,1,0,1,2,2,1,0
36162924,2,2,0,0,2,2,1,1
36202856,2,2,0,1,2,2,2,1
36202906,2,2,0,0,2,1,1,0
36222866,3,3,0,0,2,1,0,0
36282864,2,2,0,0,2,1,0,1
36282894,2,2,0,0,2,2,1,0
36302848,3,3,0,0,0,2,0,1
36302890,2,2,0,0,2,1,0,0
36302902,3,3,0,0,2,1,0,0
36362866,2,2,0,0,2,1,0,1
36402884,2,2,0,0,2,0,0,1
36122992,1,2,0,0,2,1,0,0
36202996,3,2,1,0,2,2,0,0
36242932,3,2,0,0,2,1,0,0
36242982,3,3,0,0,2,1,0,1
36243000,2,2,0,0,2,1,0,0
36243004,2,2,0,0,2,1,0,0
36282930,2,3,0,0,2,1,0,0
36282966,3,3,2,1,2,1,1,0
36302956,2,2,0,1,0,1,1,0
36342964,3,3,0,0,0,3,0,1
36382928,2,2,0,0,2,2,0,0
36462984,3,3,1,0,2,2,0,1
36462990,3,2,0,0,2,1,0,1
36462994,3,3,0,0,2,1,0,0
36502900,0,0,0,1,2,0,0,0
36502932,3,3,0,0,0,2,0,1
36502954,3,3,0,0,0,1,0,0
36522982,2,2,0,0,2,1,0,0
36523014,2,2,0,0,2,1,0,0
36542974,4,3,1,1,2,0,1,0
36562924,2,2,1,0,2,1,0,0
36562934,4,3,0,0,0,1,0,0
36562982,2,2,0,0,2,1,0,0
36583010,2,2,1,1,0,3,1,2
36602888,3,3,1,0,2,2,0,2
36602982,3,3,0,0,2,1,0,0
36603000,2,2,0,0,2,2,0,1
36603014,2,2,0,0,2,1,0,0
36642912,3,3,0,0,2,1,0,0
36642922,1,2,0,0,2,2,0,1
36642976,2,3,0,0,2,2,0,0
36643002,3,3,0,0,2,0,0,0
36662908,3,3,0,0,2,1,0,0
36722926,1,1,0,0,2,0,0,0
36722938,3,3,0,0,0,2,0,0
36723010,3,3,0,0,2,1,0,0
36742906,3,2,0,0,2,1,0,0
36742982,2,2,1,0,2,2,0,2
36743000,2,3,0,0,2,1,0,0
36782982,2,2,1,0,2,0,0,0
36802926,3,3,0,0,2,1,0,0
36802962,3,3,0,0,0,1,0,0
36822900,3,3,0,0,2,1,0,0
36882964,0,0,0,1,2,1,1,0
36922946,3,3,0,0,2,2,0,0
36922952,3,3,0,0,0,1,0,1
36922960,3,2,0,0,2,1,0,1
36962914,4,4,0,0,1,2,0,1
36962928,2,1,0,1,0,0,1,0
36962982,3,3,0,0,0,1,0,0
36963004,4,4,1,0,4,1,0,1
36963018,3,2,1,0,2,1,0,1
37002984,3,3,0,0,2,0,0,0
37022938,3,3,0,0,2,0,0,0
37022988,4,4,1,1,4,0,1,0
37023010,3,3,0,0,0,1,0,0
37023016,3,3,1,0,0,2,0,2
37062928,2,2,0,0,2,1,0,0
37062996,3,3,0,0,2,0,0,0
37082974,3,3,0,0,0,3,0,1
37103014,4,4,1,0,2,0,0,1
37122956,3,3,0,0,2,0,0,0
37122992,3,3,1,1,2,3,2,2
37142964,3,3,0,0,2,1,0,0
37143022,4,3,0,0,2,2,0,1
37182940,4,3,1,0,0,1,0,1
37182990,4,4,1,0,0,1,0,0
37183012,1,0,0,1,2,1,1,0
37223008,4,4,1,0,4,0,1,0
40822300,3,4,1,1,0,0,2,1
41122980,1,2,0,0,1,2,1,1
37323090,4,4,1,0,3,2,0,1
37323104,2,2,0,1,0,1,2,0
37343088,4,4,1,0,2,2,0,1
37363062,4,3,0,0,0,1,0,1
37363066,3,3,1,0,0,2,0,1
37383082,4,4,1,0,0,3,0,1
37403062,3,3,1,0,2,1,0,1
37423086,4,3,0,0,0,2,0,1
37423104,3,3,1,0,0,2,0,0
37423108,4,3,0,1,1,1,2,0
37443100,3,3,0,0,2,0,0,1
37443118,3,3,0,0,2,1,0,0
37463072,3,3,1,0,0,1,0,1
37483100,1,1,1,0,2,1,1,0
37503072,4,3,1,0,0,1,0,0
37503086,3,3,0,0,0,2,0,0
37543110,3,3,0,0,0,1,0,1
37583076,3,3,1,0,0,2,0,1
37583080,4,4,1,0,0,2,0,2
37623064,3,4,0,0,0,2,0,0
37623100,3,3,1,1,0,2,1,2
37623106,4,4,1,0,3,0,1,1
37643054,4,4,1,0,2,2,1,2
37643108,4,4,1,0,2,1,0,1
37683112,4,4,1,0,0,2,0,1
37703070,3,3,0,0,2,1,0,0
37703124,4,3,1,0,2,0,0,1
37743100,4,4,1,0,0,3,0,2
37763062,3,3,0,0,2,2,0,0
37783050,4,4,0,0,0,2,0,0
37783054,3,3,0,0,0,2,0,0
37783068,3,3,1,0,2,2,0,1
37783108,3,3,1,0,2,2,0,1
37803070,3,3,1,0,2,0,0,1
37823096,3,4,0,0,0,1,0,0
37843100,2,1,0,1,0,0,1,2
37863032,4,4,0,0,0,1,0,0
37863050,4,4,1,0,0,1,0,1
37863086,3,3,0,0,0,3,0,2
37903116,3,3,1,0,2,3,0,1
37923064,3,2,0,0,2,1,0,1
37923070,4,4,1,0,0,2,0,1
37923106,2,2,2,0,2,2,0,1
37943040,3,3,0,0,2,1,0,0
37943058,1,1,0,1,0,0,2,1
37963036,2,1,1,0,2,2,1,0
37963072,3,3,0,0,2,1,0,1
37983124,3,3,1,0,0,3,0,1
38003036,4,3,1,0,0,1,0,1
38003050,4,4,0,0,0,1,0,0
38003068,3,3,1,0,0,2,0,1
38023064,4,4,1,0,3,1,1,1
38023082,4,3,1,0,0,2,0,1
38043050,3,3,0,0,2,1,0,1
38043068,4,4,1,0,3,1,0,1
38043086,3,3,0,0,2,2,0,2
38083026,3,3,0,0,0,1,0,0
38083038,4,3,0,0,0,2,0,1
38083092,3,3,2,0,2,3,0,2
38143032,4,3,1,0,0,1,0,0
38163028,3,3,0,0,2,1,0,0
38163034,4,4,1,0,0,1,0,1
38223018,4,4,1,0,0,3,0,1
38223050,4,4,0,0,0,1,0,1
38243088,3,3,0,0,2,2,0,1
38263030,4,4,1,0,0,3,0,2
38263044,3,4,0,0,0,1,0,0
38343016,3,3,0,0,0,1,0,1
38363014,3,3,0,0,2,1,0,1
38363036,4,4,0,0,0,2,0,1
38383064,3,3,0,0,0,2,0,1
38403054,2,2,0,0,2,2,0,1
38443066,3,2,0,1,0,0,1,1
38463052,4,4,0,0,0,1,0,0
38483026,4,4,0,0,0,2,0,1
38723036,3,3,1,1,0,3,1,2
38803038,3,3,1,0,2,1,0,1
38843040,3,3,0,0,2,2,0,0
38863036,2,2,0,0,0,0,1,0
38903014,2,2,0,1,2,1,2,1
39023026,0,0,0,0,2,0,0,0
37183026,4,4,0,0,0,3,0,0
37243036,3,3,0,0,0,1,0,0
37243050,4,4,1,0,2,1,0,1
37303046,4,3,1,1,0,1,1,0
37322932,3,3,0,0,2,1,0,1
37322942,4,4,0,0,0,0,0,0
37322986,2,2,0,0,2,0,0,1
37323018,2,3,0,0,2,1,0,0
37343052,3,3,0,0,0,1,0,0
37362994,4,4,0,0,0,2,0,1
37363038,3,3,1,0,0,1,0,0
37442962,4,4,1,0,1,1,1,0
37442974,4,4,0,0,0,1,0,0
37463042,4,4,1,0,2,1,0,1
37482938,3,3,1,0,2,1,0,1
37503000,4,4,1,0,3,0,1,1
37503040,4,4,1,0,0,2,0,1
37522944,4,4,1,0,2,1,1,2
37522962,2,2,0,0,2,0,0,0
37542940,3,3,0,0,2,1,0,1
37542954,3,3,0,0,2,1,0,1
37542990,4,4,1,0,3,0,1,1
37543026,4,4,0,0,0,1,0,1
37562974,4,4,1,0,0,1,0,1
37583008,4,4,1,0,3,2,1,1
37622980,4,4,0,0,0,1,0,1
37642952,4,4,0,0,2,1,0,1
37642970,4,4,1,0,0,2,0,0
37642978,4,3,0,0,0,1,0,0
37643018,4,4,0,0,0,1,0,0
37682964,3,3,0,0,2,1,0,0
37682968,3,3,0,0,2,1,0,0
37682986,4,4,0,0,0,0,0,0
37703016,4,3,0,0,2,1,0,0
37762968,4,4,0,0,0,1,0,1
37763022,4,4,0,0,2,1,0,1
37782982,4,4,0,0,0,2,0,1
37822928,4,4,0,0,0,2,0,2
37822978,4,3,1,0,0,2,0,1
37823006,4,4,1,0,1,2,0,2
37862928,4,3,0,0,0,0,0,1
37862960,4,4,0,0,0,1,0,0
37862978,4,4,0,0,0,1,0,1
37863004,4,4,0,0,2,1,0,0
37863018,4,4,1,0,4,1,1,1
37882980,4,4,0,0,0,0,0,1
37902930,4,3,0,0,2,0,0,0
37902976,3,3,0,0,2,1,0,0
37902990,4,4,1,0,0,2,0,1
37903026,4,4,0,0,0,2,0,1
37922920,3,3,0,0,2,1,0,0
37922988,4,4,0,0,0,2,0,0
37922998,4,4,0,0,0,1,0,0
37923016,4,4,0,0,0,2,0,1
37962978,4,4,0,0,0,1,0,0
37982956,4,4,1,0,1,2,0,2
38002996,3,3,0,0,0,1,0,1
38042978,3,3,0,0,2,2,0,1
38042982,4,4,0,0,0,2,0,1
38082912,4,4,0,0,0,1,0,0
38082954,1,1,0,1,0,1,1,1
38083008,4,4,1,0,3,1,0,1
38083012,4,4,0,0,0,1,0,1
38143014,3,3,1,0,0,2,0,0
38162926,4,4,0,0,0,1,0,1
38182952,4,4,0,0,0,2,0,1
38182982,4,4,0,0,0,1,0,0
38202974,4,3,1,0,0,1,0,1
38202992,3,3,0,0,2,1,0,0
38223004,4,4,1,0,0,1,0,1
38263008,4,4,0,0,0,1,0,1
38282962,3,3,0,0,0,1,0,1
38302950,4,4,0,0,0,1,0,0
38302972,4,4,0,0,0,0,0,0
38303004,4,4,0,0,0,2,0,1
38322924,3,4,0,0,0,2,0,1
38322964,2,2,1,1,0,0,1,1
38323000,4,4,0,0,0,0,0,1
38362906,3,3,0,0,0,1,0,0
38362916,3,3,0,0,2,1,0,1
38362928,4,4,0,0,0,1,0,0
38362960,3,3,0,0,0,0,0,0
38362988,4,4,1,0,1,0,0,1
38402982,3,3,0,0,0,1,1,0
38422890,3,3,0,0,2,1,1,1
38442994,4,4,1,0,1,1,0,1
38443008,4,4,0,0,0,2,0,0
38462898,4,4,0,0,0,1,0,0
38462956,4,4,1,0,0,0,0,1
