pointid,ph_cacl2,ph_h20,ec,oc,caco3,p,n,k
38662968,3,3,2,0,3,4,0,1
38663004,3,3,2,0,3,0,0,0
38682960,1,2,0,0,3,1,0,1
38702980,3,3,2,0,3,4,0,0
38742938,3,3,0,0,3,4,0,1
38762978,3,3,0,0,4,4,0,1
38782944,3,3,2,0,1,4,0,0
38882938,3,3,2,0,4,1,0,1
38882962,3,1,0,0,2,4,0,1
38902978,3,1,0,0,2,4,0,1
38922992,1,1,0,0,2,4,0,1
38943000,1,2,0,4,2,0,2,0
39002980,2,2,2,0,2,1,2,1
39002992,1,1,0,0,3,4,0,0
41342812,1,1,0,0,0,4,0,3
41403376,2,2,2,4,0,4,2,3
41643072,0,4,2,2,0,1,2,1
41763118,4,0,2,4,0,4,2,1
42583080,2,2,0,0,0,1,2,1
43022698,2,2,2,2,0,1,4,0
43143676,2,2,0,0,0,4,0,1
41062772,1,2,0,0,0,1,0,0
41062784,4,0,0,4,0,0,2,1
41062870,2,2,0,4,0,4,2,1
41122710,2,0,0,0,0,1,2,0
41162718,2,2,0,0,0,0,0,1
41182814,0,4,2,1,0,4,1,1
41202762,2,0,0,0,0,4,0,1
41222728,3,3,0,0,3,4,0,1
41222794,4,4,0,4,3,0,2,1
41242726,3,1,2,0,3,1,0,1
41242856,4,4,0,0,3,1,0,1
41302764,3,3,2,0,0,4,0,3
41322778,3,3,0,0,3,4,0,0
41342740,3,3,0,0,0,4,0,0
41342746,3,3,0,0,3,4,0,0
41342782,3,3,2,0,2,1,0,0
41342836,1,1,2,4,3,4,2,2
41362774,3,1,0,0,3,0,0,0
41382762,3,3,0,0,0,1,0,1
41382784,3,3,0,0,0,4,0,0
41382834,3,3,2,0,2,4,0,0
41382856,4,4,2,4,3,4,2,1
41402848,3,3,2,0,0,4,0,0
41402854,3,3,2,0,0,1,0,0
41422802,3,3,2,0,0,1,0,0
41442800,3,3,0,0,3,2,2,3
41522818,1,1,0,4,0,1,2,1
41542842,1,2,0,0,0,0,0,1
41562852,3,3,2,0,3,0,0,1
41582848,1,1,0,0,0,0,0,1
41602856,1,1,0,0,0,4,0,1
41722878,1,1,2,0,3,0,0,0
41822870,3,3,0,0,0,1,0,1
38442850,3,3,2,0,3,4,0,0
38462830,3,3,2,0,0,4,0,0
38522812,3,3,2,0,3,0,0,3
38522836,3,3,2,0,4,4,0,1
38522848,3,3,2,0,2,4,0,0
38542808,4,4,0,4,3,1,2,1
38542838,3,3,2,0,4,4,0,1
38562884,3,3,2,0,3,4,0,0
38582838,3,3,2,0,4,4,2,0
38602818,3,3,2,0,4,0,2,1
38642854,3,3,2,0,4,1,2,1
38662914,1,1,0,0,3,0,0,0
38722802,3,3,2,0,2,0,0,0
38762780,3,3,2,0,2,1,0,0
38782872,3,3,2,0,4,0,2,0
38802810,3,3,2,0,4,4,0,0
38802850,3,3,2,0,4,4,0,0
38822830,3,3,4,0,4,4,2,0
38822848,3,3,2,0,4,4,0,0
38842810,3,3,2,0,4,1,2,1
38842864,3,3,2,0,4,0,2,1
38842882,3,3,2,0,4,4,0,0
38862780,3,3,2,4,0,4,2,3
38902780,3,3,2,0,3,4,2,3
38902838,3,3,2,0,4,2,0,0
38922812,3,1,2,4,3,0,2,3
38922830,3,3,2,0,4,4,0,1
38942824,3,3,2,0,4,4,2,1
38942924,3,3,2,0,1,4,0,0
38962836,3,3,2,0,4,4,2,1
38962962,3,3,2,0,3,1,0,1
38982792,1,1,0,0,2,0,0,0
38982814,3,3,2,0,3,0,0,0
38982868,3,3,4,0,4,0,0,0
38982940,3,3,2,0,4,4,0,1
39002836,3,3,2,0,4,4,0,0
39002872,3,3,2,0,4,4,2,1
39002926,3,3,2,0,1,0,0,0
39002952,3,3,2,0,1,1,0,1
39022918,3,1,2,4,4,1,2,1
39042784,3,3,2,0,1,1,0,3
39042888,3,3,2,0,4,4,2,0
39062782,3,1,2,2,2,1,2,0
39062920,3,3,2,0,4,0,0,0
39062944,3,3,4,0,4,4,0,3
39082798,3,3,2,0,3,4,0,0
39082838,3,3,2,0,4,4,0,0
39082862,3,3,2,0,4,0,2,1
39082946,3,3,2,0,1,4,0,0
39082982,2,0,0,4,2,4,2,1
39102794,3,3,2,4,1,0,2,3
39122860,3,3,2,0,4,4,2,0
39122928,3,3,2,0,2,4,0,3
39122942,3,3,2,0,1,4,2,0
39122950,3,3,2,0,4,4,0,0
39122978,2,0,2,4,0,4,2,0
39162828,3,3,2,0,1,4,0,0
39162868,3,3,2,0,4,1,0,0
39162930,3,3,2,0,1,1,0,0
39202918,3,3,2,0,4,4,0,0
39202950,3,1,2,4,3,1,2,1
39222802,3,3,2,0,4,1,2,1
39222852,3,3,2,0,4,4,0,1
39222870,3,3,2,0,4,4,0,0
39222928,3,3,4,0,4,4,2,0
39222982,3,3,2,0,2,1,0,0
39242836,2,2,2,4,0,0,4,0
39242938,3,3,2,0,4,4,0,0
39242962,2,2,0,4,0,0,2,1
39262942,3,1,2,4,0,0,4,0
39262982,4,0,0,4,0,1,0,1
39302924,3,3,2,0,4,0,2,0
39302986,4,4,0,4,3,1,2,1
39322890,3,3,2,0,1,0,0,1
39342792,3,1,0,4,1,0,2,2
39342876,3,3,2,0,4,1,0,1
39342922,3,3,2,0,4,4,2,0
39342958,2,2,0,4,0,1,2,0
39362952,3,3,2,0,3,4,0,0
39382774,3,3,2,0,0,0,2,0
39382810,3,1,2,4,3,0,4,3
39382972,2,0,4,4,0,0,4,0
39402906,3,3,2,0,4,4,0,0
39402960,1,1,2,4,3,4,4,0
39422818,1,1,0,0,3,4,0,1
39442798,1,2,0,4,0,1,2,0
39442970,3,3,2,0,2,0,2,1
39462794,3,3,2,4,1,1,2,0
39462812,3,3,2,0,2,1,2,3
39482816,3,3,2,0,3,4,2,0
39482820,3,3,2,0,3,0,0,0
39482946,3,3,2,0,2,4,2,0
39483000,0,4,2,2,3,4,4,1
39502746,3,3,2,0,3,4,2,0
39502980,2,0,0,0,3,4,2,1
39522778,1,1,0,0,3,4,0,0
39522936,1,1,2,2,3,0,1,0
39542764,3,3,2,4,1,4,2,0
39562918,1,1,2,0,3,4,0,1
39562954,1,1,2,0,3,0,0,0
39582766,2,2,2,2,3,1,4,0
39582964,1,2,2,0,0,4,2,1
39642830,3,3,2,4,3,4,2,0
39662780,3,3,2,0,3,4,2,0
39662932,1,1,2,0,3,4,2,0
39662968,4,0,0,0,0,1,2,1
39702750,3,1,2,4,0,4,2,0
39702760,1,1,2,4,3,4,4,3
39702792,3,3,2,0,3,2,2,3
39702966,1,2,0,0,0,1,0,1
39722736,3,3,2,0,3,4,2,3
39722740,1,1,2,0,3,0,2,0
39722776,2,2,2,2,3,1,4,0
39742788,1,2,0,4,0,1,2,3
39742824,3,3,2,0,3,4,2,3
39742828,3,3,2,0,1,1,0,0
39762964,1,1,0,4,3,1,2,1
39782812,3,3,2,4,3,4,2,0
39782818,3,3,2,0,0,4,2,0
39822956,2,2,0,0,3,1,2,0
39842784,1,1,0,0,0,1,2,0
39842798,3,3,2,0,0,1,2,0
39882750,4,0,0,0,0,1,0,1
39882756,1,1,3,4,3,4,4,1
39922770,1,2,2,4,3,4,2,0
39942766,4,0,0,0,0,1,0,1
39982762,1,2,2,4,3,1,4,0
39982790,1,2,2,2,3,0,4,0
40082758,1,2,0,0,0,1,0,1
39582892,1,2,0,0,3,1,0,0
39642902,1,1,2,0,3,4,0,1
39662870,2,2,0,0,0,4,0,1
39662878,2,2,0,0,0,1,0,1
39662924,1,1,4,4,0,1,2,0
39662942,2,0,0,0,0,4,2,1
39722908,3,3,2,4,1,0,2,0
39762892,3,3,2,4,1,1,2,1
39782872,3,3,2,0,1,1,2,0
39782890,3,3,2,0,3,4,0,0
39782920,3,3,2,0,1,4,2,3
39802862,2,2,2,4,3,1,2,0
39802874,3,3,0,0,2,4,0,0
39802924,3,1,2,4,2,4,2,3
39802946,1,1,0,0,0,4,0,0
39822848,3,3,2,4,0,0,2,3
39822866,3,3,2,0,2,4,2,3
39842870,3,3,2,0,0,4,2,3
39882940,3,3,2,0,2,4,2,0
39922842,3,3,2,0,3,4,2,0
39922932,2,0,0,4,3,1,2,0
39962830,4,0,0,0,3,1,2,1
39982844,4,0,0,0,3,1,2,0
39982874,3,1,4,2,1,1,4,0
39982906,3,1,2,0,3,4,2,0
39982916,2,2,4,4,0,0,4,0
40002884,3,3,2,0,4,4,2,0
40002938,1,1,2,0,3,0,0,0
40022802,2,0,0,4,3,1,2,1
40022834,3,3,2,0,0,0,2,3
40022914,1,2,2,4,0,4,2,0
40062822,1,1,0,0,0,1,0,0
40062876,1,1,2,0,3,1,2,0
40062886,3,3,2,0,0,4,0,0
40062904,3,3,2,0,3,4,0,3
40082782,3,1,2,4,0,1,2,3
40082884,1,1,2,4,2,1,2,1
40082938,3,3,2,0,3,4,2,0
40102878,3,3,2,0,3,1,0,0
40122798,3,3,2,0,0,0,2,3
40142776,2,2,0,0,3,1,2,1
40142800,4,0,0,0,3,1,0,1
40162772,3,3,2,4,0,1,2,0
40162784,1,2,0,4,0,1,2,1
40202856,3,3,2,0,2,1,2,3
40202910,3,3,4,0,1,1,0,0
40222800,3,1,2,4,0,1,4,3
40242832,3,3,2,0,2,2,2,0
40242846,2,2,0,0,0,1,0,0
40242868,3,3,2,4,1,4,2,0
40242900,3,3,2,0,2,1,2,3
40242930,3,3,2,0,0,0,2,0
40262884,1,1,2,4,3,1,2,0
40322818,2,0,0,0,0,1,0,1
40322848,1,2,2,4,3,4,4,0
40322908,1,1,2,0,0,4,0,0
40342820,1,2,4,4,0,4,4,0
40342916,4,4,2,0,3,4,2,1
40342928,1,1,0,0,0,1,0,1
40362794,3,3,2,0,0,1,2,0
40402890,1,1,2,0,3,4,2,0
40442848,1,1,2,4,3,4,4,0
40442866,3,3,0,0,0,1,0,0
40442880,3,3,2,4,2,1,0,3
40462792,1,2,0,4,0,1,2,1
40462878,3,3,2,0,0,4,0,0
40482780,2,2,0,0,0,4,0,1
40502908,3,3,2,0,2,4,2,0
40522844,2,2,0,0,0,4,0,0
40522874,3,3,2,0,3,0,0,0
40522906,3,3,2,0,2,1,0,0
40562852,3,3,0,0,0,4,2,3
40562870,1,1,2,0,3,4,2,0
40582782,2,2,0,0,0,1,2,0
40602864,4,0,2,4,0,1,2,0
40602894,3,3,2,0,0,4,0,3
40602930,3,3,0,0,3,4,2,3
40622800,2,2,0,0,0,1,2,0
40622812,3,3,2,0,3,4,2,0
40622890,3,3,0,0,3,4,0,0
40622908,2,2,2,4,3,4,2,0
40642846,1,1,0,0,0,1,0,0
40642918,2,0,2,4,3,1,2,0
40662820,1,1,2,0,0,4,2,3
40662852,2,2,0,0,0,1,0,1
40682902,3,3,2,0,0,1,2,3
40682920,3,1,2,0,1,4,2,0
40702780,2,2,2,4,3,1,2,1
40702802,3,1,0,0,0,1,2,3
40702826,3,1,2,0,3,1,2,0
40702880,3,3,2,0,2,4,0,0
40722884,2,2,0,0,0,1,0,0
40742798,2,2,0,0,0,1,2,1
40762854,3,3,2,0,0,1,0,0
40782846,1,1,0,0,0,1,0,0
40782882,1,2,2,0,0,1,0,1
40822860,3,1,2,0,3,4,2,0
40882880,3,3,0,0,1,4,0,3
40902794,4,0,0,4,3,1,2,1
40902848,4,4,0,0,0,1,0,1
40942854,1,1,0,0,0,1,0,0
40942872,1,2,2,0,0,4,2,1
40962778,0,4,0,2,0,4,4,1
40982812,2,0,0,0,0,1,0,1
40982890,1,1,2,0,3,1,0,0
41002860,2,0,4,0,0,1,0,1
41002896,3,3,2,0,3,4,2,3
41022838,0,4,0,4,3,1,0,1
41122890,1,1,0,4,0,1,4,3
41142882,3,3,0,0,3,1,2,3
41242892,3,1,2,4,0,1,2,1
41422880,0,4,0,0,3,1,0,1
43182690,3,1,4,4,0,1,4,1
43263184,0,4,4,1,0,2,1,0
43402682,4,0,2,1,0,0,1,0
33902770,1,1,0,0,2,4,2,0
34082784,2,0,0,0,2,1,0,1
34182744,2,2,0,4,2,1,2,1
34202782,1,1,2,0,3,1,0,0
34202794,2,0,0,0,2,1,0,1
34222730,4,0,0,0,2,0,0,1
34262712,2,2,0,0,2,4,0,1
34262726,1,2,0,0,3,4,2,1
34282782,2,2,2,0,2,4,0,1
34302720,2,0,0,0,2,4,0,1
34302768,2,0,2,0,2,1,2,0
34322722,1,2,2,0,2,4,0,1
34322740,2,2,2,0,2,4,0,3
34322776,2,2,0,0,2,4,0,0
34342702,4,0,0,0,2,0,0,1
34342720,4,0,2,0,2,4,0,1
34342792,2,0,0,0,3,4,0,1
34382782,0,4,0,4,3,1,2,1
34402672,1,2,2,0,2,4,0,1
34402694,1,1,2,0,3,0,0,0
34402712,2,2,0,0,2,4,0,0
34422704,2,2,0,0,2,4,0,1
34442708,1,2,0,0,2,4,0,1
34442770,2,2,2,0,2,4,0,1
34482660,1,1,0,0,3,2,0,0
34502794,2,2,0,0,2,4,0,1
34522662,1,1,0,0,2,4,0,0
34522698,2,2,0,0,2,4,0,1
34542712,1,2,0,0,2,0,0,1
34542784,2,2,2,0,2,0,0,0
34562650,3,3,2,0,0,1,0,3
34562704,2,0,2,0,2,0,0,1
34582676,1,1,0,0,2,4,0,1
34582682,1,2,2,0,2,4,0,1
34602776,1,1,0,0,3,1,0,1
34622806,2,0,0,0,3,4,0,1
34662742,1,2,0,0,2,4,0,1
34682668,1,2,2,0,2,4,0,0
34682710,2,2,0,0,2,4,0,1
34702666,3,1,2,0,3,0,0,0
34722690,3,3,0,0,2,4,2,0
34722748,2,2,0,0,2,0,0,0
34722780,3,1,4,2,2,1,4,3
34742650,2,2,4,2,3,1,4,0
34742674,1,1,0,0,3,0,0,1
34742710,1,1,2,0,2,0,0,0
34762730,2,2,2,0,2,4,0,1
34762780,3,1,2,0,3,0,0,0
34782740,1,1,0,0,2,1,0,1
34802690,2,2,0,0,2,1,0,1
34802752,2,2,0,0,2,4,2,1
34842706,1,1,2,0,3,0,0,0
34842720,1,1,0,0,3,0,0,0
34842768,1,2,2,0,2,4,0,3
34862656,3,3,2,0,3,4,0,1
34882720,4,0,0,0,2,1,0,1
34882738,2,2,0,0,3,4,2,0
34902762,1,2,2,0,2,1,0,0
34922668,1,2,2,0,3,1,0,1
34922674,1,2,0,0,3,1,0,1
34922776,2,2,0,0,2,0,0,1
34942744,2,2,2,0,2,4,0,1
34942784,1,1,0,0,2,1,2,1
34942816,1,2,0,0,2,4,0,1
34962650,1,1,0,0,2,0,0,0
34962776,1,2,0,0,2,1,0,1
34982730,2,2,0,0,2,4,0,1
34982748,4,0,0,0,3,1,0,1
34982766,2,0,0,4,3,1,2,0
34982780,1,1,0,0,2,1,0,1
34982816,1,2,0,0,2,1,0,1
35002800,2,2,0,0,2,1,0,1
35022670,2,2,0,0,2,4,0,1
35022724,2,0,0,0,2,1,2,1
35042650,3,3,2,0,0,4,2,3
35042686,1,1,0,0,3,1,0,1
35062752,1,2,0,0,2,0,2,0
35062882,2,2,0,0,2,0,2,0
35082748,1,1,0,0,2,1,0,1
35082780,1,1,0,0,3,4,0,1
35082784,2,2,0,4,2,4,2,1
35102740,2,2,0,0,2,1,0,1
35102764,2,2,0,0,2,1,2,1
35122772,1,2,0,0,2,0,0,1
35122838,2,2,0,0,2,1,0,1
35142740,1,1,0,0,2,1,2,1
35162766,2,2,0,0,2,1,2,1
35162802,1,1,0,0,2,0,0,3
35202804,1,1,0,0,2,4,0,0
35202828,4,4,0,0,3,1,0,1
35222782,1,1,0,0,2,0,2,0
35222790,1,1,0,0,2,4,0,0
35222848,2,2,0,0,2,4,0,0
35282722,1,1,0,0,2,0,0,0
35282818,1,2,0,0,2,4,0,1
35302784,2,2,2,4,2,1,2,1
35302834,2,2,0,0,2,1,2,1
35322812,2,2,2,0,2,4,2,1
35342752,3,3,2,0,0,1,0,0
35342766,1,1,0,0,3,0,0,0
35342860,1,1,2,0,2,0,2,3
35402728,1,1,0,0,2,4,2,1
35422738,3,3,2,0,2,4,0,3
35422752,1,1,0,0,3,4,0,1
35422756,1,1,0,0,2,2,0,0
35462758,1,1,0,0,2,0,0,0
35482748,2,2,0,0,2,0,0,0
35482790,1,2,0,0,2,1,0,1
35502722,3,3,2,0,2,0,2,2
35522730,3,3,2,0,1,1,0,2
35522766,3,1,0,0,3,1,0,1
35522780,2,2,0,0,2,1,0,1
35522802,2,2,0,0,2,4,0,1
35522856,2,2,0,0,2,4,0,1
35562756,3,3,2,0,3,4,0,0
35562814,1,2,0,0,2,1,0,1
35582728,3,3,0,0,3,4,0,0
35602810,1,1,0,0,3,1,0,0
35642746,3,3,0,0,3,1,0,3
35642830,2,2,0,0,2,1,2,1
35662780,2,2,0,0,2,4,0,1
35662820,2,0,0,0,2,1,0,1
35662844,1,1,0,0,2,4,2,0
35682740,3,3,0,0,0,1,0,1
35702824,1,1,2,0,2,1,0,1
35722746,0,4,0,4,2,1,0,1
35722818,1,1,2,0,2,4,0,3
35742760,1,1,0,0,2,4,0,1
35742828,1,1,2,0,3,4,0,0
35762800,1,1,0,0,2,4,2,3
35762812,1,2,2,4,3,0,2,0
35802816,2,2,0,0,2,1,0,1
35822836,1,1,2,4,3,4,2,1
35842852,2,0,0,0,3,1,2,1
35882802,2,2,0,0,2,1,0,1
35942848,3,3,2,0,0,1,0,0
35962788,2,2,0,0,2,1,0,1
36022838,1,2,0,0,2,4,0,1
36062788,1,2,0,0,2,4,0,1
36062860,1,2,0,0,3,4,2,0
36142788,0,4,0,2,2,1,4,1
36142792,1,1,2,0,3,0,0,0
36142824,2,2,0,4,2,4,2,0
36142842,1,1,2,0,3,1,2,3
36162838,2,2,0,0,2,4,0,1
36182776,3,3,2,0,0,1,0,3
36242802,1,2,0,0,2,1,0,1
36262836,2,2,0,0,2,1,0,1
36282804,1,1,0,0,2,4,0,1
36302830,3,3,2,0,2,4,2,0
36362818,1,2,0,0,2,0,2,0
36422824,1,1,0,0,2,0,0,0
43622690,1,2,3,1,0,4,1,0
43723014,2,2,0,0,0,1,0,0
44103574,1,2,0,0,0,4,0,1
44143586,1,1,0,0,0,4,0,1
32402926,1,2,2,4,2,2,2,0
32442920,2,2,0,0,2,0,2,0
32542864,1,2,2,0,2,4,2,1
32562870,2,2,2,4,2,4,4,0
32602852,4,0,0,4,2,4,4,0
32602928,1,2,4,0,2,2,0,0
32622920,2,0,2,4,2,1,2,1
32642856,2,2,0,0,2,4,2,1
32642928,2,2,0,0,2,0,0,1
32682930,1,2,2,4,3,0,2,0
32682940,1,1,0,0,2,0,0,0
32702890,4,0,2,0,2,0,2,0
32742870,2,2,0,0,2,0,2,1
32742874,2,2,2,4,3,4,2,1
32782888,2,2,0,4,2,1,2,1
32782906,1,2,2,0,2,0,2,1
32802920,2,2,2,4,3,0,2,0
32822914,2,2,2,0,2,2,2,3
32822932,1,1,0,0,2,4,0,1
32842890,2,0,2,0,2,0,2,0
32862886,2,2,2,0,2,4,2,1
32862918,2,2,2,0,2,0,2,0
32882884,2,0,0,0,2,0,2,0
32882938,3,1,2,0,3,0,0,0
32902900,4,4,0,4,3,4,4,1
32942884,1,1,2,0,3,2,2,0
32942926,2,2,0,0,2,0,0,1
33002892,2,2,2,0,2,0,2,0
33022872,4,0,0,4,2,4,4,1
33042922,1,2,0,0,2,4,2,0
33062848,2,2,0,0,3,2,2,0
33082864,2,0,4,2,2,4,1,0
33102888,2,2,0,4,2,4,2,0
33102928,2,2,2,0,2,4,0,0
33122854,2,2,0,4,2,4,2,0
33122902,0,4,2,1,3,1,4,0
33122920,2,2,0,0,2,1,2,1
33142852,2,0,0,0,2,1,2,1
33142888,2,2,0,0,2,4,2,0
33142898,2,2,0,0,2,4,2,0
33142924,4,0,0,0,2,4,2,1
33162848,4,0,0,0,2,0,2,1
33222864,2,2,0,4,2,4,4,0
33262896,2,0,0,0,2,4,0,1
33282856,4,0,2,4,2,1,2,1
33302890,2,0,0,0,2,0,2,1
33302920,0,4,2,4,2,1,2,1
33322870,2,2,2,4,2,2,2,3
33322888,2,0,0,0,3,0,2,1
33342848,1,2,0,4,2,4,2,1
33342884,1,1,0,0,3,2,0,0
33342938,2,0,2,4,3,4,2,0
33362860,2,0,2,4,2,1,2,1
33362924,1,2,0,0,3,0,0,0
33402822,4,0,2,0,2,0,0,0
33422866,4,0,2,4,2,4,4,1
33422880,2,2,0,0,2,4,2,1
33422902,2,2,0,4,3,4,2,0
33442828,2,0,2,4,2,0,2,1
33442864,2,0,0,0,2,4,2,1
33442882,1,2,0,0,2,0,2,0
33442932,1,1,0,0,3,4,0,1
33442936,2,2,0,0,3,0,0,1
33502852,4,0,0,4,2,0,2,1
33502874,0,4,0,2,3,1,2,1
33542896,0,4,0,4,2,1,4,1
33562836,2,2,0,0,2,0,2,1
33562926,1,1,3,0,3,2,2,2
33582796,4,0,0,0,2,1,2,1
33582814,1,2,2,4,2,4,2,1
33582822,2,2,0,0,2,4,0,1
33602938,1,1,2,0,3,0,0,0
33602944,1,1,0,0,3,0,0,0
33622842,2,2,0,0,2,4,2,0
33622846,1,2,2,0,2,2,2,3
33622860,2,2,0,4,2,4,2,1
33622878,2,2,0,0,2,0,2,1
33642852,1,1,0,0,2,2,0,0
33682820,4,0,0,0,3,2,2,0
33682898,2,2,2,0,2,0,0,1
33722838,2,2,0,0,2,0,2,1
33722870,1,2,0,0,2,4,0,1
33722874,1,1,0,0,2,0,2,0
33722896,2,2,0,0,2,0,0,1
33742854,2,2,2,0,2,0,2,0
33742908,2,2,0,0,2,0,0,0
33762832,2,2,0,0,2,2,0,0
33782800,2,2,0,0,2,0,0,0
33782872,1,1,2,4,2,2,2,1
33802810,2,2,2,0,2,0,2,0
33822802,4,0,0,0,2,4,2,1
33822874,1,1,2,0,3,4,0,1
33842866,2,2,0,0,2,4,0,1
33902834,2,2,2,0,2,4,2,1
33902888,1,2,0,0,2,0,0,0
33922836,0,4,0,2,3,1,4,1
33942840,2,2,0,0,2,0,0,0
33942904,1,1,0,0,2,0,2,0
33962890,2,2,0,0,2,1,0,0
33982792,2,2,2,0,2,4,2,3
33982864,2,2,0,0,2,0,0,1
34002802,2,0,2,4,3,1,2,0
34002820,1,1,2,0,2,1,2,0
34022794,2,0,0,4,2,4,2,0
34042790,2,2,2,4,2,0,2,3
34062794,2,2,2,0,2,0,2,3
34102872,1,1,0,0,2,4,0,0
34102908,1,1,0,0,2,4,0,1
34122804,2,2,4,4,2,0,2,3
34122822,2,2,0,0,2,1,2,1
34122850,2,2,0,0,2,4,0,0
34122882,1,1,2,0,3,0,0,0
34202854,2,2,0,0,3,1,0,1
34202866,3,1,2,0,2,2,0,0
34262824,4,0,0,0,2,4,2,1
34262874,3,1,0,0,3,4,2,1
34282836,1,2,2,0,2,4,2,1
34322872,1,2,0,0,2,4,0,0
34382818,1,1,2,0,2,4,0,0
34402852,1,1,0,0,2,4,0,1
34442834,2,0,2,4,2,0,2,0
34442870,1,1,0,0,2,0,0,0
34462836,2,2,0,0,2,1,0,1
34462890,1,2,0,0,2,4,0,0
34482804,1,2,0,0,2,0,0,0
34482814,2,2,0,0,2,4,2,0
34562812,2,2,0,0,2,1,0,1
34562818,0,4,2,4,3,4,2,1
34562872,1,1,2,0,3,4,0,1
34582834,2,2,0,0,2,4,2,1
34622842,2,2,2,0,2,4,0,1
34622852,1,1,0,0,2,4,0,1
34662840,1,1,4,4,3,2,2,2
34662858,4,0,0,0,2,0,2,1
34682848,2,0,2,0,2,1,0,1
34682866,4,0,0,0,2,2,2,1
34702878,1,1,0,0,2,4,0,0
34722816,1,1,2,0,2,4,2,3
34742884,2,0,0,0,2,4,2,0
34762826,1,2,0,0,2,0,0,0
34762834,4,0,0,0,2,4,2,1
34762852,2,0,0,0,2,1,2,1
34802820,1,1,0,0,2,4,0,0
34842846,2,0,0,0,2,4,0,1
34922866,2,2,0,0,2,0,0,1
34942852,2,0,0,0,2,4,0,1
34942880,2,0,0,0,2,0,2,0
34962848,1,2,0,0,2,4,2,1
34982842,2,2,0,0,2,1,0,0
44263288,1,2,2,0,0,1,0,1
44322920,1,1,2,0,3,4,2,0
44363574,2,0,0,0,0,4,0,1
44603660,2,2,0,0,0,0,2,0
44942712,0,4,0,4,0,1,2,1
44983842,0,4,4,3,0,4,3,0
45024040,0,4,0,4,0,1,2,1
34002316,4,4,0,0,3,1,0,1
34202282,0,4,0,2,3,0,4,1
34302282,2,0,0,4,3,1,2,1
34302328,2,2,2,0,3,2,0,0
34302346,2,2,0,0,2,4,0,0
34302400,0,4,0,0,3,1,0,1
34322350,0,4,0,4,3,1,2,1
34342302,1,1,2,0,2,4,0,0
34382344,1,2,2,0,2,2,0,0
34402298,2,2,0,0,2,4,2,1
34402352,2,2,0,0,2,4,0,1
34422282,1,2,2,4,3,1,4,1
34422344,2,2,0,0,2,4,0,0
34442320,2,2,0,0,2,1,0,0
34462296,2,2,0,4,3,1,2,1
34462332,4,0,0,0,3,1,0,1
34482360,4,0,0,0,2,0,0,1
34522324,2,2,0,0,3,1,0,1
34542348,4,0,2,0,2,1,0,1
34582304,1,2,0,0,2,4,2,1
34582330,4,4,0,0,2,0,0,0
34582334,4,0,0,0,2,4,0,1
34582352,1,1,2,0,0,1,2,1
34582358,2,0,2,0,3,0,0,0
34602380,4,0,0,0,2,1,0,1
34622284,2,2,2,0,3,1,2,1
34622302,2,0,0,0,2,1,0,1
34662306,2,0,4,0,2,0,0,0
34682340,4,0,0,0,2,4,0,1
34682394,0,4,0,0,2,4,0,1
34702446,0,4,0,0,3,1,0,1
34742344,1,2,2,0,2,0,0,0
34762502,1,1,0,0,2,4,0,1
34802280,4,0,0,4,3,1,2,0
34802284,1,2,0,0,3,1,2,1
34802320,2,0,2,0,2,4,0,0
34802388,0,4,0,0,2,1,0,1
34822350,1,1,0,0,3,0,0,0
34822386,0,4,0,2,2,1,2,1
34842418,4,0,0,0,2,1,0,1
34862308,2,0,4,0,2,0,0,0
34862332,2,2,0,0,2,4,0,0
34882324,1,1,2,0,3,4,0,1
34882360,1,1,0,0,3,2,0,1
34902366,2,2,0,0,3,4,0,1
34902510,3,3,0,0,0,1,0,1
34922386,0,4,0,4,3,1,0,1
34922452,4,0,0,0,2,1,0,1
34922488,1,1,0,0,3,0,0,3
34982298,2,2,0,0,2,4,0,0
34982356,2,0,0,0,2,4,0,1
35002314,2,2,0,0,2,1,0,1
35002386,0,4,0,0,2,1,0,1
35022306,2,2,0,0,2,4,0,1
35022328,1,2,2,0,2,0,0,1
35022432,0,4,0,0,3,1,0,1
35062468,2,0,0,0,3,1,0,1
35062482,1,1,0,0,2,0,0,0
35162446,1,2,0,0,2,1,0,0
35162460,1,2,0,0,3,4,2,0
35202472,1,1,0,0,2,4,0,1
35242464,1,1,0,0,3,4,0,1
35242486,1,2,0,0,2,4,0,1
35262388,0,4,0,4,3,1,2,1
35262456,3,3,0,0,0,1,0,0
35302442,1,1,0,0,2,4,0,1
35302460,2,0,0,0,3,1,0,1
35382378,3,3,2,0,4,1,0,0
35382454,1,1,0,0,3,4,0,0
35402488,4,0,0,0,2,4,0,1
35422396,4,0,0,0,3,1,0,1
35422410,3,3,2,0,3,0,0,1
35422446,2,0,0,0,2,0,0,1
35442424,1,2,2,0,2,4,0,1
35442438,1,1,2,0,3,4,0,1
35482460,3,3,2,0,2,1,0,3
35482492,1,1,2,0,2,1,2,1
35502398,1,1,0,0,2,0,0,1
35522406,3,3,2,0,3,1,0,1
35522420,3,3,0,0,0,1,0,0
35542404,2,2,2,0,2,4,0,1
35542512,3,1,0,4,0,1,4,1
35562378,1,2,2,0,2,4,0,1
35562382,3,3,2,0,1,1,0,0
35582398,3,3,2,0,3,1,0,1
35602468,4,4,0,0,3,1,0,1
35622384,3,3,2,0,0,1,0,0
35662412,2,0,0,0,2,4,0,1
