pointid,ph_cacl2,ph_h20,ec,oc,caco3,p,n,k
43542718,2,0,0,4,0,1,2,1
43542748,2,2,2,4,0,0,4,0
43562776,1,2,4,2,0,4,1,1
43582726,2,0,4,4,0,1,2,1
43622788,2,2,2,0,0,1,2,1
43622798,1,1,0,0,0,0,0,0
43622816,1,2,2,0,0,1,2,1
43622824,3,3,2,0,3,0,0,0
43622838,2,2,4,4,0,4,2,0
43642800,2,2,4,4,0,0,4,1
43662756,1,1,4,4,0,4,4,0
43662760,1,2,2,4,0,1,2,1
43682776,2,2,4,4,0,0,4,1
43682854,1,1,2,4,3,4,2,0
43742782,1,1,2,4,0,4,4,1
43802766,1,1,2,2,3,4,4,1
43822800,1,1,0,0,0,0,2,0
43862854,2,2,2,0,0,2,0,0
43882828,3,3,2,4,0,0,2,1
43942820,1,1,0,0,0,0,0,0
44042800,1,1,2,4,3,1,4,1
44042830,1,1,4,4,3,1,4,1
44062810,1,2,2,0,0,0,0,0
45423284,0,4,0,0,3,1,0,1
45743266,4,0,0,0,3,1,0,1
44823244,4,4,0,0,0,0,0,1
45823278,4,0,0,4,0,1,2,1
44483338,2,0,2,0,0,0,0,1
44603314,2,2,0,0,0,0,0,1
44643358,1,1,2,0,3,0,0,1
44663338,2,2,0,0,0,4,0,1
44763232,1,2,2,0,0,0,0,0
44763286,2,2,0,0,0,0,0,1
44763294,0,4,0,0,3,4,0,1
44783296,1,2,0,0,3,0,0,1
44783310,4,0,0,0,3,0,0,1
44803324,1,2,0,0,0,4,0,1
44823280,4,0,0,0,3,4,0,1
44823334,4,0,0,0,0,4,0,1
44843230,1,2,0,0,0,1,0,0
44843348,2,0,2,0,0,2,0,1
44883234,4,4,0,0,0,1,0,1
44903340,2,2,0,0,0,0,0,1
44923272,0,4,0,0,3,1,0,1
44923290,0,4,0,0,3,1,0,1
44923314,1,1,0,0,0,0,0,1
44943268,0,4,0,0,3,4,0,1
44963220,0,4,0,0,3,1,0,1
44983234,0,4,0,0,3,1,0,1
45023284,3,1,0,0,3,4,0,1
45023302,1,1,2,2,3,0,1,1
45043316,1,1,0,0,0,4,0,1
45063274,0,4,0,0,0,4,0,1
45063310,1,1,2,0,3,0,0,0
45103272,1,1,0,0,0,4,0,1
45103300,1,1,0,0,0,0,0,1
45103308,1,2,0,0,0,4,0,1
45123226,1,2,0,0,0,0,0,1
45123286,1,1,0,0,3,0,2,1
45123304,2,2,2,1,3,1,3,1
45143274,2,2,0,0,3,4,0,1
45163216,0,4,0,0,3,1,0,1
45183250,0,4,0,0,0,1,0,1
45243238,4,0,0,0,3,0,0,1
45243306,0,4,0,0,0,0,0,1
45263232,0,4,0,0,3,1,0,1
45283260,2,2,0,0,3,0,0,1
45283278,4,0,0,0,3,4,0,1
45383240,4,4,0,0,3,4,0,1
45423302,0,4,0,4,3,1,0,1
45423320,4,0,0,0,0,0,0,1
45443304,0,4,0,4,0,4,0,1
45463200,0,4,0,0,3,0,0,1
45523324,0,4,2,4,0,4,2,1
45583298,4,0,0,0,3,4,0,1
45583334,0,4,0,0,3,0,0,1
45603292,0,4,0,0,3,1,0,1
45703230,2,2,0,0,0,0,0,1
45703360,1,2,4,0,3,4,0,0
45723304,0,4,0,0,3,4,0,1
45723316,0,4,0,4,3,1,0,1
45803232,0,4,0,0,3,1,0,1
45803340,1,1,2,0,3,0,0,1
45823296,0,4,0,0,0,4,0,1
45843316,0,4,0,0,3,1,0,1
45843352,3,1,0,0,3,4,0,1
45863256,1,1,2,0,3,1,0,1
45863292,0,4,0,0,3,1,0,1
45883320,1,1,0,0,0,1,0,1
45903358,3,1,2,0,0,4,0,0
45923158,1,2,2,0,3,1,0,1
45923252,0,4,0,0,0,1,0,1
45923270,4,4,0,0,0,4,0,1
45963310,4,4,0,0,0,4,0,1
45963320,1,1,0,0,0,1,0,1
45963328,1,1,0,0,0,4,0,1
45983214,0,4,0,0,0,4,0,1
45983232,0,4,0,0,3,4,0,1
46003300,1,1,0,0,3,1,0,1
46043346,0,4,0,0,3,1,0,1
46063266,4,4,0,0,0,4,0,1
46103252,0,4,0,0,0,0,0,1
46183264,0,4,0,0,0,4,0,1
46283230,0,4,0,0,0,0,0,1
46303244,4,0,0,0,0,4,0,1
29361938,4,0,0,0,2,1,0,1
42142970,3,3,2,0,3,0,0,0
42263008,1,1,0,0,0,4,2,0
42303034,3,3,2,0,3,1,0,0
42322970,1,1,2,0,3,0,0,3
42343028,1,1,0,0,3,0,0,3
42362968,3,3,0,0,0,4,0,0
42363036,1,1,0,0,0,4,0,0
42403002,1,1,0,0,3,0,0,1
42403026,3,1,0,0,0,4,0,0
42423010,1,1,0,0,0,4,0,1
42443026,2,2,0,0,0,0,0,0
42503014,2,2,0,0,0,0,0,0
42543032,1,2,4,0,0,0,0,0
42562962,4,0,0,0,0,1,0,1
42563034,0,4,0,0,3,1,0,1
42603006,1,2,2,0,0,1,2,1
42883028,1,1,2,2,0,0,4,3
42943030,2,2,0,0,0,1,2,1
41823036,1,1,2,0,0,4,0,0
42083076,0,4,0,4,3,4,2,1
42223056,2,2,0,0,0,1,2,1
42223066,2,2,0,0,0,0,0,0
42263076,4,4,0,4,0,4,2,1
42263094,0,4,0,4,3,1,2,1
42323042,1,2,2,0,0,0,0,0
42323068,1,1,0,0,3,4,0,0
42323086,1,1,0,0,3,4,0,1
42363076,4,4,2,4,3,1,2,1
42423082,1,1,2,0,0,0,0,0
42463090,1,1,0,0,0,0,0,1
42543054,2,2,2,0,0,4,2,1
42543086,0,4,0,2,0,4,2,1
42543090,4,0,0,0,3,1,0,1
42583038,2,2,2,0,0,4,0,1
42583062,2,2,0,4,3,4,2,1
42603070,4,0,0,4,3,0,0,1
42623080,1,1,2,0,3,0,0,0
42683042,2,2,2,4,0,1,2,0
42683078,1,2,0,0,0,0,0,1
42723058,2,2,0,4,3,1,2,0
42743070,4,4,0,0,0,1,0,1
42763062,2,2,2,4,0,4,2,1
42763074,2,2,0,0,0,1,0,1
42263098,2,0,0,4,0,4,2,1
42283108,0,4,0,0,3,4,0,1
42323104,3,1,2,0,3,4,0,0
42323114,4,4,0,0,0,4,0,1
42363108,0,4,0,4,3,1,2,1
42403110,0,4,0,4,3,1,2,1
42423100,0,4,0,0,3,1,0,1
42443112,0,4,0,4,3,4,2,1
42463122,0,4,0,0,3,1,0,1
42483154,0,4,0,0,0,4,0,1
42543140,4,4,0,0,0,1,0,1
42603100,0,4,0,0,3,1,0,1
42623116,2,2,0,0,0,1,0,1
42643126,1,1,0,0,3,4,0,1
42683096,2,2,0,0,0,4,0,1
42703082,1,2,2,0,0,0,0,3
42723086,1,1,2,0,0,0,0,0
42723126,2,2,0,4,0,4,2,1
42763084,0,4,0,0,0,1,0,1
42763102,1,1,0,0,3,4,0,0
42783106,3,1,2,0,3,0,0,3
42783118,3,3,0,0,3,0,0,0
42803098,2,0,0,0,0,1,0,1
42803112,1,1,0,0,0,0,0,0
42843100,3,3,2,0,3,0,0,3
42863078,0,4,0,4,3,1,2,1
42903112,0,4,0,0,0,1,0,1
42943084,0,4,0,0,0,1,0,1
42943098,0,4,0,4,3,4,0,1
42943146,0,4,2,1,3,4,4,1
42963078,1,2,2,4,0,4,2,1
42963124,4,0,0,0,3,1,0,1
43023088,1,1,0,0,0,4,0,3
43023106,0,4,0,4,0,4,0,1
43043060,1,1,0,0,0,0,0,0
43043086,4,4,0,0,3,1,0,1
43083036,2,2,0,0,0,0,2,1
43083104,4,0,4,4,0,1,4,1
43083126,1,1,2,4,3,1,2,3
43123092,2,0,0,0,0,1,2,0
43123120,0,4,0,4,0,4,2,1
43123128,2,2,0,0,0,0,0,0
43143096,0,4,0,4,0,0,0,1
43163044,1,1,0,0,3,1,2,3
43163098,1,1,2,4,3,1,2,0
43183122,1,1,2,0,3,4,0,0
43223108,3,1,2,4,0,1,2,3
43263126,1,2,2,4,3,1,2,0
43283124,0,4,0,4,3,0,0,1
44083356,2,2,0,0,0,2,0,1
44163400,2,2,0,0,0,0,0,1
44503370,4,0,0,0,3,2,0,1
44523360,2,2,0,0,0,1,0,1
44603404,1,1,2,0,3,0,0,0
44763430,2,0,3,3,3,4,3,1
44783454,2,2,0,0,0,4,0,1
44883396,1,1,0,0,0,0,0,1
44963472,1,1,2,0,0,4,0,0
45063428,1,1,2,2,3,4,4,1
45163414,3,3,2,0,3,1,0,1
45283408,1,1,0,0,0,4,0,1
45383374,2,2,0,0,3,0,0,1
45963382,2,2,0,0,0,4,0,1
46043364,3,1,2,0,3,1,0,1
29482396,0,4,0,2,2,1,4,1
29521930,1,1,2,0,3,1,0,1
43583284,4,0,0,4,0,1,2,1
42863176,0,4,0,4,3,1,2,1
43023196,4,0,0,4,3,1,2,1
43083184,3,1,4,4,3,1,2,1
43263238,3,1,2,0,3,0,0,3
43363252,1,1,2,0,0,0,0,0
43383208,3,1,2,0,3,4,2,1
43383214,1,1,2,0,3,0,0,3
43403168,1,1,2,4,3,4,2,1
43423190,0,4,0,2,3,4,4,1
43443202,0,4,2,2,3,1,2,1
43483260,4,4,0,0,0,4,0,1
43503258,2,2,0,0,0,0,0,1
43523256,4,0,0,0,3,1,0,1
43583194,2,2,0,4,0,1,0,1
43583302,1,2,2,0,0,0,0,1
43623216,3,3,3,4,3,2,2,3
43663170,0,4,0,2,3,4,4,1
43663228,3,3,2,4,0,0,2,0
43663254,1,1,2,0,0,0,0,0
43663264,0,4,2,3,3,2,3,1
43703224,3,1,2,0,0,0,0,0
43743244,2,2,0,4,3,1,2,1
43743280,0,4,0,4,3,1,2,1
43763252,0,4,0,0,3,1,0,1
43783280,0,4,0,0,3,1,0,1
43803230,4,4,0,0,3,1,0,1
43803270,2,2,0,0,0,2,0,1
43843278,0,4,0,4,3,4,2,1
42143270,2,2,2,4,0,0,2,1
42283288,1,1,0,0,3,0,0,0
42383304,2,2,2,4,3,1,2,1
42403260,2,2,0,0,0,2,0,1
42443310,2,2,0,0,0,0,2,1
42463294,0,4,2,2,3,4,4,1
42483262,4,0,0,0,0,2,0,1
42483322,1,1,0,0,3,0,0,1
42543248,1,1,0,0,0,0,0,1
42543270,2,2,0,0,0,0,0,1
42563304,4,0,0,0,3,0,0,1
42603298,2,0,0,0,0,0,0,1
42643222,0,4,2,2,0,4,4,1
42663262,3,3,2,4,2,1,2,0
42683212,4,0,0,4,3,1,2,1
42723238,3,3,2,0,0,1,0,1
42723266,0,0,0,0,3,1,0,1
42763282,2,0,2,0,3,0,0,0
42843218,0,4,0,0,0,1,0,1
42863186,4,4,4,2,0,4,2,1
42863234,4,0,0,0,3,1,0,1
42903252,1,1,2,0,0,0,0,3
42983224,2,2,0,4,3,1,2,0
43023200,4,0,0,4,3,1,2,1
43043230,3,1,2,0,3,0,0,0
43083270,4,0,2,0,0,4,0,1
43103214,1,2,2,4,3,4,2,0
43223216,4,4,0,4,0,4,2,1
43223266,0,4,0,0,0,1,0,1
43303228,1,1,2,0,3,2,0,0
42243402,1,2,4,0,0,0,0,0
42283356,4,0,3,3,3,4,3,0
42363374,2,0,2,0,0,2,2,1
42403344,2,0,4,2,0,4,4,0
42403354,2,2,0,0,0,0,0,1
42463356,2,0,0,4,0,4,2,1
42503342,4,0,2,1,3,2,1,0
42503366,2,2,2,0,0,0,0,0
42623368,2,2,0,0,0,0,0,1
42723338,4,0,2,0,0,2,0,1
42763318,4,0,0,0,3,4,0,1
42823374,2,2,4,1,0,2,1,0
42863320,2,2,0,0,0,0,0,1
42863378,2,2,2,0,0,0,0,0
43023370,1,1,0,0,3,0,0,1
43083338,2,2,0,0,3,1,0,1
43303296,0,4,0,0,3,1,0,1
43363356,2,2,2,4,0,4,4,1
43383316,0,4,0,4,3,1,0,1
43423280,0,4,0,4,0,4,2,1
43483278,2,2,2,0,0,2,0,0
43483300,0,4,0,4,3,1,0,1
43483308,2,2,2,0,0,0,0,1
43643304,0,4,0,4,3,1,0,1
43663296,2,0,0,0,0,1,0,1
43663318,0,4,0,0,0,4,0,1
43723306,0,4,0,0,3,1,0,1
43763306,2,2,0,0,0,0,0,1
43843308,2,2,0,0,0,0,0,1
44023336,1,1,0,0,0,0,0,1
44103316,2,2,0,0,0,0,0,1
41083280,2,2,0,0,0,2,0,1
41243258,0,4,2,2,0,0,4,1
41263244,1,1,0,0,0,0,0,1
41303268,2,0,0,0,0,2,0,1
41323278,1,2,0,0,0,0,0,1
41383284,4,4,0,0,0,1,0,1
41403316,2,2,0,0,0,0,0,0
41423338,2,2,0,0,0,0,2,1
41423356,4,0,2,4,0,0,4,0
41463292,4,0,0,0,0,2,0,1
41523334,4,4,4,3,0,2,3,0
41583286,2,2,0,0,0,0,0,1
41583370,2,0,0,0,0,2,0,1
41603320,2,2,0,0,0,2,0,0
41603342,2,0,2,2,0,4,4,1
41623298,4,0,0,0,3,4,0,1
41643342,4,0,0,0,0,3,0,1
41643360,2,2,0,4,0,2,2,1
41643396,2,2,0,0,0,0,0,1
41683290,0,4,0,0,0,1,0,1
41703268,2,0,2,0,0,2,0,1
41743302,2,0,4,4,0,0,2,1
41743306,2,2,0,0,0,2,0,1
41763268,4,0,0,0,0,1,0,0
41763334,2,0,0,0,0,2,0,1
41783288,0,0,0,4,3,2,0,1
41783342,2,2,0,0,0,2,0,1
41783356,0,4,4,3,0,4,1,1
41783392,1,2,2,4,0,0,4,0
41823284,0,4,0,0,0,2,2,1
41823346,2,2,0,0,0,2,0,1
41823378,2,2,4,4,3,0,4,0
41843340,2,2,2,4,0,0,2,1
41843358,2,2,2,4,3,2,4,0
41903260,2,2,0,0,0,0,0,1
41903314,4,0,0,0,0,2,0,1
41903350,1,2,2,0,0,4,2,1
41963222,1,1,0,0,3,0,0,1
41963248,1,1,0,0,0,0,0,0
41963360,2,2,0,4,0,2,2,1
41983298,2,2,0,0,0,2,0,1
42003238,2,2,0,0,3,0,0,1
42023304,0,4,0,0,3,1,0,1
42063322,2,2,2,0,0,2,0,1
42083332,2,0,0,0,0,0,0,1
42083350,2,0,2,2,3,0,4,1
42103248,0,4,0,4,0,4,2,1
42143366,2,2,2,4,3,4,2,0
42163298,2,0,4,4,0,2,4,0
42183342,2,0,0,4,0,4,2,1
40563068,0,4,2,2,0,4,4,1
29581942,2,2,0,0,3,1,0,1
42503186,0,4,4,1,0,0,1,1
40703150,0,4,0,0,3,4,2,1
40843122,3,1,2,0,3,0,0,1
40963188,0,4,2,4,0,4,2,1
40523090,1,2,2,0,0,0,0,0
40783066,3,3,0,0,0,2,0,3
40903100,1,1,0,0,0,4,0,1
40983046,4,0,2,0,3,1,2,0
41123106,1,3,0,0,3,1,0,1
41403088,0,4,2,4,0,4,2,1
41603104,0,4,2,1,3,4,1,1
41003224,1,1,2,0,3,0,0,1
41043190,1,1,2,0,0,2,0,0
41063212,2,2,0,0,0,0,0,1
41083172,2,2,2,0,0,2,0,0
41083226,2,2,2,0,0,2,0,0
41143228,2,2,0,0,0,0,0,1
41223208,2,2,0,0,0,0,0,1
41303178,0,4,0,0,0,4,0,1
41303214,4,0,2,4,3,4,2,0
41363184,1,1,0,0,0,0,0,1
41383180,2,2,0,0,0,0,0,1
41383234,2,2,0,0,0,0,0,0
41483196,3,3,2,0,3,4,0,0
41523186,3,3,2,0,3,0,0,1
41603222,2,0,2,0,0,2,0,0
41663232,2,0,0,0,0,0,0,1
41703214,2,2,0,0,0,0,0,1
41743198,0,4,2,2,3,1,4,1
41783204,1,1,0,0,0,0,0,0
41783234,2,2,0,0,3,1,0,1
41823184,3,3,2,4,0,2,2,3
41823212,2,2,0,4,0,0,2,0
41883208,4,0,0,0,0,0,0,3
41923186,1,2,4,0,0,4,0,0
42003184,1,1,2,0,3,2,0,0
42083224,0,4,2,4,3,4,2,1
42283198,2,0,0,0,3,1,0,1
42343226,1,1,0,0,3,4,0,1
42363202,4,0,0,4,3,1,2,1
42463162,4,4,2,4,0,0,2,1
42483226,3,3,2,0,3,4,2,0
42503180,0,4,2,1,3,0,1,1
42503248,1,1,0,0,0,0,0,0
42523208,1,1,2,0,3,4,0,1
42543212,1,1,0,0,0,4,0,1
42583182,3,1,2,2,0,1,4,0
42583236,1,2,0,0,0,4,0,0
42603190,1,1,0,0,3,0,0,1
42643158,3,3,0,0,3,0,0,1
42643198,2,0,0,0,0,4,2,3
42683204,2,2,0,0,0,4,0,1
42763174,1,1,2,4,3,1,2,0
41343142,4,4,2,4,3,4,2,1
41383140,4,4,2,4,3,1,2,1
41763100,0,4,0,2,3,1,4,1
41763142,1,1,0,0,3,4,0,0
41823112,0,4,2,4,3,1,2,1
41863092,1,2,2,4,3,1,2,1
41883154,0,4,0,0,0,1,0,1
41963126,1,2,2,0,3,2,0,1
42003148,2,2,2,4,0,1,2,1
42063100,2,0,0,4,0,4,2,1
42123178,3,3,2,0,0,0,2,0
42183148,0,4,0,4,0,1,2,1
42243136,4,4,0,2,3,4,4,1
42323144,0,4,0,0,3,4,0,1
29741732,3,3,2,0,4,4,0,1
29761754,3,3,2,0,3,4,0,3
41323026,2,2,0,0,0,4,0,3
41543058,1,2,0,0,0,0,0,0
41543076,2,0,2,0,0,4,2,1
41603078,0,4,2,4,0,4,2,1
41642978,1,1,2,0,0,0,0,0
41703028,2,2,2,4,0,4,2,1
41723044,2,2,0,0,0,4,2,1
41743032,2,2,0,0,0,4,2,1
41743072,4,4,0,4,3,1,2,1
41783032,1,2,0,0,0,4,0,0
41783068,2,0,2,4,3,1,4,0
41823058,4,0,0,4,0,1,2,1
41883064,2,0,4,4,0,4,4,0
40742982,3,3,2,0,3,0,0,0
40783020,2,0,0,0,3,4,2,1
40802992,1,1,0,0,0,1,2,1
40803010,3,3,2,0,3,1,0,1
40862974,2,0,0,0,0,1,0,1
40882988,3,1,0,0,3,2,0,0
40883024,1,1,2,4,0,4,4,1
40902992,1,1,0,0,3,0,0,0
40923018,4,0,0,0,0,1,2,1
41003008,1,1,0,0,0,4,0,1
41462942,1,2,2,0,0,1,2,1
41462950,1,2,2,0,0,4,2,1
41502948,2,2,0,0,3,1,2,1
41602942,2,2,0,0,0,0,0,1
41742978,3,3,2,0,2,0,0,3
41782888,3,3,2,0,0,4,0,3
41782970,3,3,2,0,0,1,0,3
41802956,3,3,2,0,3,4,0,0
41902954,3,3,2,0,0,4,0,3
41962892,3,3,2,0,3,0,0,0
41962952,3,3,2,0,2,1,0,0
42022908,1,1,2,0,0,0,0,0
42082918,3,3,4,0,0,4,0,0
40822936,4,0,4,4,0,1,4,1
40882942,2,2,0,4,0,1,2,1
41082902,3,3,2,4,3,1,2,0
41122926,4,0,0,0,0,1,0,1
41142930,2,2,0,0,3,1,0,1
45723100,2,2,0,4,3,1,2,1
45743122,2,2,0,4,3,4,4,1
45923114,0,4,2,2,0,1,2,1
45983106,0,4,0,4,3,2,2,1
45983142,0,4,0,4,0,1,0,1
46103168,4,0,0,4,3,1,0,1
44923048,2,2,2,4,0,0,2,0
44883126,2,2,0,0,3,1,0,1
44963130,4,4,0,4,3,4,2,1
44983158,1,2,2,0,0,4,0,0
45003106,1,1,2,0,0,0,0,0
45323152,1,2,0,0,0,1,0,1
29761880,2,2,0,0,3,1,0,1
44543250,1,1,0,0,0,1,0,1
43763176,0,4,2,1,3,1,4,1
43883278,0,4,0,0,3,1,0,1
43883310,2,2,0,0,0,0,0,1
43923244,4,4,0,0,3,1,0,1
43943180,0,4,0,2,3,4,2,1
43943284,2,2,2,0,0,4,0,1
43983288,0,4,0,0,0,1,0,1
44023246,0,4,0,0,0,4,0,1
44043276,0,4,0,2,0,4,2,1
44063148,3,1,4,0,3,4,0,0
44063188,3,3,2,0,1,0,0,3
44063202,3,3,2,0,0,4,0,3
44083162,1,1,2,0,3,1,2,0
44103280,0,4,0,4,3,4,2,1
44123180,1,1,0,0,0,4,0,0
44143154,3,3,2,0,3,4,0,0
44143298,2,0,2,1,0,4,1,1
44163216,3,3,2,0,3,4,0,3
44163248,2,2,0,0,0,0,0,1
44163274,4,0,0,4,0,4,2,1
44163288,0,4,0,0,3,4,0,1
44203246,3,3,2,0,0,0,0,0
44203254,0,4,0,0,3,4,0,1
44203300,2,2,0,0,0,4,0,1
44223258,0,4,0,0,3,1,0,1
44223286,4,0,0,0,0,4,0,1
44243278,2,2,0,4,0,4,4,1
44263126,1,1,4,0,3,4,0,0
44283232,3,3,2,0,0,1,0,0
44283316,1,2,0,0,0,1,2,1
44303234,2,2,0,0,0,4,0,1
44343140,3,3,2,0,3,4,0,3
44363178,3,3,2,0,3,1,0,0
44383152,3,1,2,4,0,0,2,3
44383218,1,1,2,0,3,0,0,0
44443230,1,1,2,0,3,4,0,3
44463286,1,1,0,0,3,0,0,1
44483176,1,1,0,0,0,0,0,0
44483302,1,1,2,0,3,0,2,0
44503244,0,4,0,0,3,1,0,1
44523252,3,1,0,0,3,4,0,1
44523270,2,2,2,4,0,4,2,1
44523310,2,2,0,4,0,0,2,1
44563192,1,1,0,0,0,0,0,0
44563260,2,2,0,0,0,4,0,1
44603256,1,1,0,0,3,0,0,1
44623270,2,0,4,2,0,4,4,1
44643268,1,1,0,0,0,1,0,1
44663198,2,2,0,0,3,1,0,1
44703212,2,2,0,0,0,0,0,1
44703216,1,1,0,0,0,4,0,1
44703302,2,2,0,0,0,0,0,1
44763100,0,4,0,4,3,4,2,1
44763262,1,1,0,0,3,4,0,1
44803176,2,2,0,4,3,1,2,1
44883184,1,1,2,0,0,4,0,1
44923174,4,0,0,0,3,1,0,1
44963202,0,4,0,0,3,4,0,1
45023176,0,4,0,0,0,1,0,1
45163194,2,2,2,4,0,2,2,1
45203194,1,1,0,0,0,0,0,0
42403530,2,2,0,0,0,2,2,0
42443472,2,2,0,4,0,2,2,3
42483466,3,1,2,0,3,1,0,1
42483502,3,3,2,0,3,0,0,0
42603492,2,2,2,0,0,2,0,1
42683456,2,0,4,2,0,4,1,0
42683482,1,2,0,0,3,0,0,1
42723504,2,2,0,0,0,2,0,0
42723522,2,2,0,0,0,4,2,1
42763458,2,2,0,0,0,2,0,1
42763462,2,2,0,0,0,2,2,1
42763476,0,4,0,0,3,1,0,1
42763506,2,2,2,1,0,4,4,0
42843466,2,2,0,0,0,0,2,1
42863486,1,1,0,0,0,2,0,1
42903450,2,0,2,2,0,2,1,1
42903482,2,0,0,2,0,4,4,0
42903508,2,2,0,0,0,0,0,1
42923502,1,1,2,0,3,2,0,1
42943458,2,0,0,1,0,0,1,1
42983458,2,1,0,0,0,0,0,1
42983494,1,1,0,0,3,0,0,0
43003518,1,1,0,0,0,0,0,3
43023484,2,2,0,4,0,0,2,0
43043486,2,2,0,0,0,0,0,1
43083392,2,0,0,0,0,2,0,1
43083518,1,2,0,0,3,4,0,0
43123480,3,3,0,0,0,1,0,1
43163458,1,2,0,0,0,0,0,1
43203502,2,0,0,0,0,4,2,1
43263454,2,2,0,0,0,2,0,1
43323456,1,1,0,0,0,0,0,1
43343458,1,1,2,0,0,0,0,0
43443464,2,2,0,0,0,4,2,0
43463466,1,1,2,0,0,0,0,1
43503456,1,1,0,0,0,0,0,1
43703382,2,2,0,0,3,0,2,1
43723446,1,1,0,0,3,2,0,0
43743460,3,3,2,0,3,0,0,0
43843470,3,1,2,0,0,0,2,0
43863456,1,1,2,0,0,4,0,0
29941888,1,1,0,0,3,1,0,1
43263094,1,1,2,0,0,0,0,1
43283052,2,2,4,4,0,4,4,0
43323106,2,2,2,0,0,4,0,0
43443126,3,3,4,0,0,0,2,3
43503106,3,1,2,2,2,1,4,0
43503136,1,1,0,0,0,1,0,1
43543126,3,1,2,0,3,0,0,1
43583104,3,3,2,0,3,0,2,3
43583108,2,2,0,0,3,1,0,1
43723032,2,2,2,4,0,1,2,1
43743118,3,3,2,0,3,4,0,0
43783136,4,0,0,0,3,1,0,0
43803090,3,1,2,4,3,0,2,3
43883134,0,4,0,0,3,1,0,1
43903090,3,3,4,0,3,1,2,0
43983086,3,3,2,0,0,4,2,3
44083090,1,1,0,4,3,1,2,0
44103118,3,1,2,0,3,1,0,3
44163086,4,0,0,0,0,1,0,0
44203092,3,3,2,0,3,0,0,3
44223106,1,1,2,4,3,4,2,0
44243098,3,3,2,0,0,1,0,3
44303068,1,1,2,0,0,4,0,0
44343058,1,1,0,0,3,4,2,0
44383062,1,1,2,0,0,4,0,0
44383080,2,2,0,0,3,1,0,1
44403106,3,3,2,0,3,4,0,0
44483096,3,3,2,4,3,0,2,3
44563084,1,1,0,0,0,1,2,1
44623090,1,2,2,0,0,4,0,0
44663072,1,1,2,4,0,1,2,1
30081890,2,2,0,0,3,1,0,1
30121906,2,2,0,0,2,1,0,1
30122154,1,1,0,0,3,1,0,0
30222150,1,1,0,0,3,1,0,1
30242156,2,2,0,0,3,4,0,1
44483636,3,3,2,0,3,2,0,0
44543646,1,1,2,4,0,0,2,1
44563656,2,0,0,0,0,4,0,1
44623630,1,1,0,0,0,4,0,1
44643646,3,3,2,0,3,0,0,1
44683628,2,2,4,0,0,0,2,3
43903522,1,1,0,0,0,4,0,1
43943536,3,3,2,0,3,4,0,1
44023516,3,3,2,0,3,4,0,1
44023602,1,1,2,0,0,4,0,1
44063526,2,2,0,4,3,1,2,1
44083626,3,3,2,0,0,4,0,1
44103586,1,1,2,0,0,4,0,1
44123522,2,2,0,0,0,4,0,1
44143514,1,1,2,0,0,0,0,0
44163598,2,2,0,0,0,0,0,1
44163626,1,1,2,0,3,4,0,1
44203642,2,2,0,0,0,0,0,0
44243526,1,1,0,0,0,0,0,1
44283610,3,1,2,0,3,4,0,1
44283628,2,2,0,0,0,4,0,1
44323604,1,1,2,0,3,0,2,1
44343518,3,1,2,0,3,4,2,0
44403604,2,0,2,0,0,4,0,1
44423616,4,0,0,4,3,1,2,1
44463610,1,1,2,0,3,0,0,0
44483522,3,1,2,0,3,0,0,1
44483564,1,1,0,0,0,1,0,1
44503514,3,1,0,0,3,1,0,1
42003608,2,2,0,0,0,1,0,1
42123628,4,0,0,0,0,0,0,1
42183608,2,2,2,0,0,0,0,0
42303596,2,2,3,4,0,0,4,0
42303622,2,0,0,0,0,0,0,1
42323600,2,2,0,0,0,0,0,1
42363576,2,2,2,4,0,0,2,1
42403584,2,2,2,4,0,0,2,3
42403614,2,2,0,0,0,2,0,1
42403638,4,0,2,2,3,1,2,1
42423538,2,2,2,4,0,4,2,0
42423564,2,2,0,0,0,0,0,0
42463558,4,0,0,0,3,4,0,1
42483628,2,2,0,0,0,4,0,1
42503572,2,0,2,0,0,2,0,1
42523586,2,0,2,0,0,2,0,1
42583542,2,2,0,0,0,0,0,1
42603550,1,2,2,0,0,0,0,1
42603574,2,2,2,0,0,4,0,1
42603610,2,2,0,0,0,4,0,1
42603628,0,4,0,0,0,1,0,1
42663640,2,2,0,0,0,0,0,1
42703532,2,2,0,0,0,4,0,1
42703568,4,0,0,0,3,0,0,1
42703640,2,2,2,2,0,4,4,1
42723644,2,1,0,0,0,0,0,1
42763534,2,2,0,0,0,4,0,1
42763548,2,2,0,0,0,0,0,1
42783592,2,2,2,0,0,4,0,1
42803620,2,2,0,0,0,4,0,1
42823644,0,4,0,0,0,1,0,1
42863582,1,1,2,0,0,4,0,1
42923574,1,1,0,0,0,0,0,0
43003536,2,0,0,0,3,0,0,1
43083598,1,1,2,0,0,0,0,0
43123588,1,1,0,0,0,4,0,0
43163598,1,2,2,0,0,4,0,1
43203586,2,2,2,0,0,0,0,1
43263580,2,2,2,0,0,4,0,1
43283592,2,2,2,0,0,0,0,0
43303570,1,2,0,0,0,0,0,1
43303584,1,1,0,0,0,0,0,1
43343566,2,2,2,0,0,4,0,1
43403554,2,2,0,0,0,1,0,1
43403558,2,2,0,0,0,1,0,1
43403600,1,1,2,0,3,4,0,1
43443572,3,3,2,0,3,1,0,1
43483566,2,2,0,0,0,1,0,1
43483606,1,1,2,0,0,4,2,1
